trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
heredia_atlantico_07:20,07:42:00,07:42:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,07:50:00,07:50:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,07:53:00,07:53:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,07:58:00,07:58:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,08:04:00,08:04:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,08:09:00,08:09:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_07:50,08:13:00,08:13:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,07:40:00,07:40:00,ALJ,1,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,07:45:00,07:45:00,SJO,2,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,07:48:00,07:48:00,RIO,3,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,07:56:00,07:56:00,JOQ,4,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:05:00,08:05:00,SFR,5,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:08:00,08:08:00,HER,6,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:11:00,08:11:00,MFL,7,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:16:00,08:16:00,ROS,8,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:24:00,08:24:00,CLM,9,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:29:00,08:29:00,CBL,10,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_07:40,08:33:00,08:33:00,ATL,11,Alajuela a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:25:00,08:25:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:28:00,08:28:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:35:00,08:35:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:40:00,08:40:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:45:00,08:45:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:25,08:49:00,08:49:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,08:40:00,08:40:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,08:43:00,08:43:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,08:48:00,08:48:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,08:53:00,08:53:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,08:59:00,08:59:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_08:40,09:02:00,09:02:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:31:00,08:31:00,ALJ,1,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:36:00,08:36:00,SJO,2,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:39:00,08:39:00,RIO,3,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:48:00,08:48:00,JOQ,4,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:54:00,08:54:00,SFR,5,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,08:57:00,08:57:00,HER,6,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,09:00:00,09:00:00,MFL,7,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,09:05:00,09:05:00,ROS,8,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,09:15:00,09:15:00,CLM,9,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,09:20:00,09:20:00,CBL,10,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_08:31,09:24:00,09:24:00,ATL,11,Alajuela a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:31:00,09:31:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:34:00,09:34:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:39:00,09:39:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:44:00,09:44:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:49:00,09:49:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_09:31,09:53:00,09:53:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_ulatina_16:15,16:15:00,16:15:00,HER,1,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:18:00,16:18:00,MFL,2,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:23:00,16:23:00,ROS,3,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:28:00,16:28:00,CLM,4,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:34:00,16:34:00,CBL,5,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:40:00,16:40:00,ATL,6,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:45:00,16:45:00,UCR,7,Heredia a ULatina,0,,,,,1
heredia_ulatina_16:15,16:47:00,16:47:00,ULT,8,Heredia a ULatina,0,,,,,1
alajuela_atlantico_16:25,16:25:00,16:25:00,ALJ,1,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:29:00,16:29:00,SJO,2,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:33:00,16:33:00,RIO,3,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:41:00,16:41:00,JOQ,4,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:47:00,16:47:00,SFR,5,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:52:00,16:52:00,HER,6,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,16:55:00,16:55:00,MFL,7,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,17:00:00,17:00:00,ROS,8,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,17:05:00,17:05:00,CLM,9,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,17:11:00,17:11:00,CBL,10,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_16:25,17:14:00,17:14:00,ATL,11,Alajuela a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:05:00,17:05:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:09:00,17:09:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:14:00,17:14:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:19:00,17:19:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:24:00,17:24:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:05,17:28:00,17:28:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_ulatina_17:35,17:35:00,17:35:00,HER,1,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,17:38:00,17:38:00,MFL,2,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,17:43:00,17:43:00,ROS,3,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,17:48:00,17:48:00,CLM,4,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,17:53:00,17:53:00,CBL,5,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,17:57:00,17:57:00,ATL,6,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,18:03:00,18:03:00,UCR,7,Heredia a ULatina,0,,,,,1
heredia_ulatina_17:35,18:05:00,18:05:00,ULT,8,Heredia a ULatina,0,,,,,1
heredia_atlantico_17:50,17:50:00,17:50:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:50,17:53:00,17:53:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:50,17:58:00,17:58:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:50,18:03:00,18:03:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:50,18:09:00,18:09:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_17:50,18:12:00,18:12:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:35:00,18:35:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:39:00,18:39:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:44:00,18:44:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:49:00,18:49:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:54:00,18:54:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:35,18:58:00,18:58:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,18:50:00,18:50:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,18:54:00,18:54:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,18:58:00,18:58:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,19:04:00,19:04:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,19:09:00,19:09:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_18:50,19:12:00,19:12:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,18:35:00,18:35:00,ALJ,1,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,18:40:00,18:40:00,SJO,2,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,18:43:00,18:43:00,RIO,3,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,18:51:00,18:51:00,JOQ,4,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,18:57:00,18:57:00,SFR,5,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:02:00,19:02:00,HER,6,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:05:00,19:05:00,MFL,7,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:10:00,19:10:00,ROS,8,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:15:00,19:15:00,CLM,9,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:20:00,19:20:00,CBL,10,Alajuela a Estación del Atlántico,0,,,,,1
alajuela_atlantico_18:35,19:24:00,19:24:00,ATL,11,Alajuela a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:15:00,19:15:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:18:00,19:18:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:23:00,19:23:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:29:00,19:29:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:35:00,19:35:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:15,19:39:00,19:39:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:31:00,19:31:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:34:00,19:34:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:39:00,19:39:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:44:00,19:44:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:50:00,19:50:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_19:31,19:53:00,19:53:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:01:00,20:01:00,HER,1,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:04:00,20:04:00,MFL,2,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:09:00,20:09:00,ROS,3,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:14:00,20:14:00,CLM,4,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:19:00,20:19:00,CBL,5,Heredia a Estación del Atlántico,0,,,,,1
heredia_atlantico_20:01,20:23:00,20:23:00,ATL,6,Heredia a Estación del Atlántico,0,,,,,1
